dt_iso,humidity,wind_speed,clouds_all,pressure,dew_point,temp
2020-04-01 18:00:00 +0000 UTC,65,11.8,50,1007,274.14,280.27
2020-04-01 19:00:00 +0000 UTC,63,11.8,58,1007,273.37,279.91
2020-04-01 20:00:00 +0000 UTC,69,12.4,54,1007,274.04,279.29
2020-04-01 21:00:00 +0000 UTC,73,12.4,78,1006,274.48,278.94
2020-04-01 22:00:00 +0000 UTC,80,11.8,83,1006,275.52,278.69
2020-04-01 23:00:00 +0000 UTC,83,11.8,97,1006,276.07,278.72
2020-04-02 00:00:00 +0000 UTC,81,11.3,100,1005,276.01,279.01
2020-04-02 01:00:00 +0000 UTC,81,11.8,100,1004,276.07,279.08
2020-04-02 02:00:00 +0000 UTC,80,11.3,100,1004,276.0,279.18
2020-04-02 03:00:00 +0000 UTC,82,10.8,88,1004,276.03,278.86
2020-04-02 04:00:00 +0000 UTC,84,11.8,91,1003,276.31,278.8
2020-04-02 05:00:00 +0000 UTC,83,11.3,100,1003,275.98,278.63
2020-04-02 06:00:00 +0000 UTC,82,11.8,92,1003,275.98,278.81
2020-04-02 07:00:00 +0000 UTC,80,10.3,73,1003,276.11,279.3
2020-04-02 08:00:00 +0000 UTC,75,9.3,71,1002,275.74,279.85
2020-04-02 09:00:00 +0000 UTC,70,11.8,100,1002,275.45,280.56
2020-04-02 10:00:00 +0000 UTC,73,10.3,86,1002,276.22,280.74
2020-04-02 11:00:00 +0000 UTC,71,11.3,86,1000,276.58,281.53
2020-04-02 12:00:00 +0000 UTC,70,13.4,80,1000,276.54,281.69
2020-04-02 13:00:00 +0000 UTC,64,16.5,98,998,275.76,282.2
2020-04-02 14:00:00 +0000 UTC,66,16.0,94,997,275.89,281.88
2020-04-02 15:00:00 +0000 UTC,66,16.0,96,996,275.67,281.65
2020-04-02 16:00:00 +0000 UTC,67,13.9,97,995,275.59,281.35
2020-04-02 17:00:00 +0000 UTC,69,16.5,90,994,275.54,280.86
2020-04-02 18:00:00 +0000 UTC,78,16.5,99,994,276.52,280.09
2020-04-02 19:00:00 +0000 UTC,73,15.4,95,994,274.89,279.36
2020-04-02 20:00:00 +0000 UTC,69,16.0,23,993,273.51,278.74
2020-04-02 21:00:00 +0000 UTC,59,18.0,13,994,270.92,277.96
2020-04-02 22:00:00 +0000 UTC,63,17.5,3,994,271.29,277.46
2020-04-02 23:00:00 +0000 UTC,64,17.5,8,994,271.48,277.46
2020-04-03 00:00:00 +0000 UTC,68,17.5,12,993,272.38,277.66
2020-04-03 01:00:00 +0000 UTC,71,6.4,3,993,272.77,277.51
2020-04-03 02:00:00 +0000 UTC,72,6.5,10,994,272.87,277.43
2020-04-03 03:00:00 +0000 UTC,70,15.4,26,996,272.59,277.5
2020-04-03 04:00:00 +0000 UTC,72,17.0,8,996,272.46,276.94
2020-04-03 05:00:00 +0000 UTC,74,15.4,10,998,272.55,276.66
2020-04-03 06:00:00 +0000 UTC,72,14.4,6,998,272.65,277.17
2020-04-03 07:00:00 +0000 UTC,66,17.0,4,999,272.26,277.95
2020-04-03 08:00:00 +0000 UTC,59,16.0,32,999,271.5,278.65
2020-04-03 09:00:00 +0000 UTC,57,17.0,30,1001,271.46,279.1
2020-04-03 10:00:00 +0000 UTC,52,15.4,53,1002,270.87,279.72
2020-04-03 11:00:00 +0000 UTC,48,16.5,46,1003,270.51,280.44
2020-04-03 12:00:00 +0000 UTC,50,16.5,58,1004,271.1,280.57
2020-04-03 13:00:00 +0000 UTC,49,15.4,29,1004,270.93,280.65
2020-04-03 14:00:00 +0000 UTC,49,17.0,13,1006,270.62,280.27
2020-04-03 15:00:00 +0000 UTC,48,15.4,17,1006,270.67,280.64
2020-04-03 16:00:00 +0000 UTC,53,14.9,54,1007,271.17,279.8
2020-04-03 17:00:00 +0000 UTC,46,14.4,33,1007,269.24,279.5
2020-04-03 18:00:00 +0000 UTC,53,12.4,7,1009,270.31,278.76
2020-04-03 19:00:00 +0000 UTC,56,9.8,2,1010,270.53,278.23
2020-04-03 20:00:00 +0000 UTC,60,9.8,0,1011,270.96,277.76
2020-04-03 21:00:00 +0000 UTC,65,10.8,1,1012,271.76,277.57
2020-04-03 22:00:00 +0000 UTC,64,10.3,12,1012,271.21,277.14
2020-04-03 23:00:00 +0000 UTC,64,8.8,13,1014,270.6,276.42
2020-04-04 00:00:00 +0000 UTC,66,2.1,10,1013,270.38,275.72
2020-04-04 01:00:00 +0000 UTC,77,8.8,1,1014,272.04,275.51
2020-04-04 02:00:00 +0000 UTC,80,8.8,0,1015,272.35,275.33
2020-04-04 03:00:00 +0000 UTC,83,8.8,2,1016,272.48,274.96
2020-04-04 04:00:00 +0000 UTC,84,9.3,2,1016,272.8,275.17
2020-04-04 05:00:00 +0000 UTC,85,7.7,3,1017,272.98,275.21
2020-04-04 06:00:00 +0000 UTC,84,7.2,2,1018,273.78,276.22
2020-04-04 07:00:00 +0000 UTC,79,7.2,9,1019,274.12,277.43
2020-04-04 08:00:00 +0000 UTC,75,6.2,50,1020,274.42,278.49
2020-04-04 09:00:00 +0000 UTC,65,2.9,60,1019,273.99,280.11
2020-04-04 10:00:00 +0000 UTC,59,2.9,98,1019,273.4,280.9
2020-04-04 11:00:00 +0000 UTC,51,3.13,100,1020,272.33,281.78
2020-04-04 12:00:00 +0000 UTC,54,4.1,100,1024,273.01,281.77
2020-04-04 13:00:00 +0000 UTC,52,3.2,79,1024,273.25,282.6
2020-04-04 14:00:00 +0000 UTC,53,3.2,74,1024,273.86,282.98
2020-04-04 15:00:00 +0000 UTC,51,4.2,87,1025,272.89,282.47
2020-04-04 16:00:00 +0000 UTC,50,4.3,74,1021,272.57,282.37
2020-04-04 17:00:00 +0000 UTC,67,4.1,12,1023,275.28,281.02
2020-04-04 18:00:00 +0000 UTC,73,5.7,9,1024,275.36,279.85
2020-04-04 19:00:00 +0000 UTC,77,6.7,32,1024,275.26,278.97
2020-04-04 20:00:00 +0000 UTC,80,5.7,32,1024,275.21,278.37
2020-04-04 21:00:00 +0000 UTC,82,5.7,0,1025,275.2,278.01
2020-04-04 22:00:00 +0000 UTC,82,6.2,7,1026,274.98,277.78
2020-04-04 23:00:00 +0000 UTC,83,5.7,13,1026,274.63,277.25
2020-04-05 00:00:00 +0000 UTC,87,7.2,49,1027,275.32,277.29
2020-04-05 01:00:00 +0000 UTC,86,0.0,78,1025,274.19,276.3
2020-04-05 02:00:00 +0000 UTC,92,5.7,72,1028,275.41,276.58
2020-04-05 03:00:00 +0000 UTC,95,0.0,24,1030,275.28,276.0
2020-04-05 04:00:00 +0000 UTC,95,0.0,10,1030,274.87,275.59
2020-04-05 05:00:00 +0000 UTC,92,4.1,74,1030,274.46,275.63
2020-04-05 06:00:00 +0000 UTC,88,4.6,99,1028,276.8,278.63
2020-04-05 07:00:00 +0000 UTC,76,1.4,94,1028,277.45,281.42
2020-04-05 08:00:00 +0000 UTC,62,1.9,96,1028,276.18,283.11
2020-04-05 09:00:00 +0000 UTC,45,3.2,53,1032,272.54,283.9
2020-04-05 10:00:00 +0000 UTC,36,3.4,0,1032,270.84,285.13
2020-04-05 11:00:00 +0000 UTC,33,3.4,0,1031,270.26,285.71
2020-04-05 12:00:00 +0000 UTC,34,4.1,0,1031,270.4,285.44
2020-04-05 13:00:00 +0000 UTC,37,4.6,0,1031,271.39,285.41
2020-04-05 14:00:00 +0000 UTC,39,6.1,0,1030,272.08,285.49
2020-04-05 15:00:00 +0000 UTC,48,6.3,0,1029,273.55,284.13
2020-04-05 16:00:00 +0000 UTC,46,9.8,0,1027,273.36,284.56
2020-04-05 17:00:00 +0000 UTC,48,8.8,0,1026,273.03,283.54
2020-04-05 18:00:00 +0000 UTC,51,10.3,0,1026,272.5,281.99
2020-04-05 19:00:00 +0000 UTC,56,11.3,0,1026,272.81,280.99
2020-04-05 20:00:00 +0000 UTC,60,10.8,0,1026,273.4,280.66
2020-04-05 21:00:00 +0000 UTC,64,10.3,0,1025,274.12,280.47
2020-04-05 22:00:00 +0000 UTC,67,9.3,0,1025,273.92,279.6
2020-04-05 23:00:00 +0000 UTC,70,8.8,0,1025,274.26,279.32
2020-04-06 00:00:00 +0000 UTC,70,8.8,0,1025,274.69,279.76
2020-04-06 01:00:00 +0000 UTC,64,9.8,0,1025,273.63,279.96
2020-04-06 02:00:00 +0000 UTC,63,10.3,0,1024,273.9,280.47
2020-04-06 03:00:00 +0000 UTC,61,9.8,0,1024,272.94,279.89
2020-04-06 04:00:00 +0000 UTC,63,10.8,0,1023,273.08,279.59
2020-04-06 05:00:00 +0000 UTC,67,10.3,0,1023,274.04,279.72
2020-04-06 06:00:00 +0000 UTC,63,10.3,0,1023,274.01,280.59
2020-04-06 07:00:00 +0000 UTC,62,8.2,0,1021,274.57,281.41
2020-04-06 08:00:00 +0000 UTC,55,5.9,0,1020,274.3,282.9
2020-04-06 09:00:00 +0000 UTC,53,5.7,0,1021,274.67,283.85
2020-04-06 10:00:00 +0000 UTC,58,9.8,0,1022,276.18,284.11
2020-04-06 11:00:00 +0000 UTC,53,9.3,0,1022,275.43,284.67
2020-04-06 12:00:00 +0000 UTC,54,10.8,0,1022,275.67,284.64
2020-04-06 13:00:00 +0000 UTC,50,8.8,0,1022,275.17,285.27
2020-04-06 14:00:00 +0000 UTC,38,5.2,0,1023,272.48,286.39
2020-04-06 15:00:00 +0000 UTC,48,7.2,0,1021,275.48,286.23
2020-04-06 16:00:00 +0000 UTC,47,7.2,0,1021,275.96,287.08
2020-04-06 17:00:00 +0000 UTC,48,6.7,0,1020,275.61,286.37
2020-04-06 18:00:00 +0000 UTC,53,6.7,0,1020,275.17,284.39
2020-04-06 19:00:00 +0000 UTC,57,7.2,0,1020,274.74,282.84
2020-04-06 20:00:00 +0000 UTC,60,7.7,0,1020,275.26,282.63
2020-04-06 21:00:00 +0000 UTC,61,1.0,0,1019,274.29,281.36
2020-04-06 22:00:00 +0000 UTC,59,1.7,0,1019,273.64,281.16
2020-04-06 23:00:00 +0000 UTC,62,5.1,0,1020,274.14,280.96
2020-04-07 00:00:00 +0000 UTC,65,4.6,0,1020,274.62,280.77
2020-04-07 01:00:00 +0000 UTC,69,8.2,0,1021,275.43,280.75
2020-04-07 02:00:00 +0000 UTC,66,6.7,3,1019,275.16,281.11
2020-04-07 03:00:00 +0000 UTC,70,7.2,17,1020,275.83,280.95
2020-04-07 04:00:00 +0000 UTC,76,8.8,44,1022,277.41,281.38
2020-04-07 05:00:00 +0000 UTC,77,6.2,42,1022,278.45,282.26
2020-04-07 06:00:00 +0000 UTC,81,6.7,24,1023,279.13,282.21
2020-04-07 07:00:00 +0000 UTC,79,7.2,2,1024,279.91,283.39
2020-04-07 08:00:00 +0000 UTC,70,6.7,0,1026,279.26,284.53
2020-04-07 09:00:00 +0000 UTC,59,8.2,0,1026,277.78,285.56
2020-04-07 10:00:00 +0000 UTC,54,7.7,0,1026,277.54,286.66
2020-04-07 11:00:00 +0000 UTC,52,5.5,0,1026,277.29,286.97
2020-04-07 12:00:00 +0000 UTC,52,8.8,1,1030,277.34,287.02
2020-04-07 13:00:00 +0000 UTC,50,8.2,0,1028,277.15,287.42
2020-04-07 14:00:00 +0000 UTC,45,6.2,0,1029,275.8,287.57
2020-04-07 15:00:00 +0000 UTC,45,4.7,4,1028,275.61,287.36
2020-04-07 16:00:00 +0000 UTC,46,4.4,23,1029,275.08,286.44
2020-04-07 17:00:00 +0000 UTC,50,3.1,43,1030,275.01,285.1
2020-04-07 18:00:00 +0000 UTC,53,2.1,95,1029,274.52,283.69
2020-04-07 19:00:00 +0000 UTC,58,2.1,95,1030,273.91,281.7
2020-04-07 20:00:00 +0000 UTC,61,2.6,92,1030,273.85,280.89
2020-04-07 21:00:00 +0000 UTC,67,3.6,93,1031,274.09,279.77
2020-04-07 22:00:00 +0000 UTC,72,0.5,87,1031,274.11,278.75
2020-04-07 23:00:00 +0000 UTC,75,2.1,78,1031,273.51,277.55
2020-04-08 00:00:00 +0000 UTC,75,0.0,84,1029,272.82,276.79
2020-04-08 01:00:00 +0000 UTC,77,2.1,85,1032,273.62,277.29
2020-04-08 02:00:00 +0000 UTC,89,0.0,92,1032,274.82,276.46
2020-04-08 03:00:00 +0000 UTC,85,3.1,96,1031,274.3,276.58
2020-04-08 04:00:00 +0000 UTC,81,3.6,95,1031,273.63,276.58
2020-04-08 05:00:00 +0000 UTC,83,5.7,95,1030,274.87,277.5
2020-04-08 06:00:00 +0000 UTC,71,5.7,81,1028,274.84,279.71
2020-04-08 07:00:00 +0000 UTC,63,5.7,63,1030,275.96,282.64
2020-04-08 08:00:00 +0000 UTC,55,4.0,34,1028,275.22,283.89
2020-04-08 09:00:00 +0000 UTC,51,3.6,6,1026,275.26,285.07
2020-04-08 10:00:00 +0000 UTC,41,3.7,6,1029,272.92,285.78
2020-04-08 11:00:00 +0000 UTC,42,2.6,24,1028,273.55,286.15
2020-04-08 12:00:00 +0000 UTC,37,3.7,47,1027,272.37,286.66
2020-04-08 13:00:00 +0000 UTC,31,3.1,53,1026,270.25,286.66
2020-04-08 14:00:00 +0000 UTC,36,3.5,60,1025,271.9,286.48
2020-04-08 15:00:00 +0000 UTC,47,7.7,39,1023,274.41,285.38
2020-04-08 16:00:00 +0000 UTC,47,7.2,61,1022,273.94,284.87
2020-04-08 17:00:00 +0000 UTC,57,4.32,85,1022,275.79,283.96
2020-04-08 18:00:00 +0000 UTC,52,7.2,76,1019,273.47,282.84
2020-04-08 19:00:00 +0000 UTC,57,8.2,40,1018,273.87,281.91
2020-04-08 20:00:00 +0000 UTC,61,6.7,10,1018,273.87,280.91
2020-04-08 21:00:00 +0000 UTC,65,3.1,5,1018,274.17,280.3
2020-04-08 22:00:00 +0000 UTC,70,2.6,19,1017,275.05,280.14
2020-04-08 23:00:00 +0000 UTC,71,6.2,4,1017,276.14,281.07
2020-04-09 00:00:00 +0000 UTC,74,5.7,0,1016,277.57,281.94
2020-04-09 01:00:00 +0000 UTC,76,6.7,0,1016,277.42,281.39
2020-04-09 02:00:00 +0000 UTC,79,6.2,0,1016,277.04,280.43
2020-04-09 03:00:00 +0000 UTC,78,2.0,3,1015,276.59,280.16
2020-04-09 04:00:00 +0000 UTC,80,6.2,16,1016,277.23,280.45
2020-04-09 05:00:00 +0000 UTC,81,8.8,25,1016,277.61,280.65
2020-04-09 06:00:00 +0000 UTC,82,7.7,25,1018,278.02,280.89
2020-04-09 07:00:00 +0000 UTC,78,8.8,14,1018,277.67,281.27
2020-04-09 08:00:00 +0000 UTC,71,8.8,14,1018,277.31,282.29
2020-04-09 09:00:00 +0000 UTC,64,7.7,1,1019,276.26,282.73
2020-04-09 10:00:00 +0000 UTC,53,8.2,2,1020,274.13,283.27
2020-04-09 11:00:00 +0000 UTC,52,5.0,2,1019,274.47,283.92
2020-04-09 12:00:00 +0000 UTC,50,5.2,0,1018,274.24,284.26
2020-04-09 13:00:00 +0000 UTC,49,4.9,0,1018,273.9,284.2
2020-04-09 14:00:00 +0000 UTC,48,4.2,0,1018,273.87,284.48
2020-04-09 15:00:00 +0000 UTC,48,8.2,0,1020,273.53,284.1
2020-04-09 16:00:00 +0000 UTC,51,10.3,0,1020,274.01,283.71
2020-04-09 17:00:00 +0000 UTC,54,8.8,0,1021,273.57,282.39
2020-04-09 18:00:00 +0000 UTC,56,7.2,0,1022,272.91,281.11
2020-04-09 19:00:00 +0000 UTC,62,4.1,23,1022,272.97,279.69
2020-04-09 20:00:00 +0000 UTC,62,5.1,55,1022,272.31,278.9
2020-04-09 21:00:00 +0000 UTC,65,3.6,67,1023,272.3,278.21
2020-04-09 22:00:00 +0000 UTC,67,3.6,48,1023,272.27,277.74
2020-04-09 23:00:00 +0000 UTC,69,4.1,72,1023,272.18,277.22
2020-04-10 00:00:00 +0000 UTC,74,5.1,52,1023,272.96,277.14
2020-04-10 01:00:00 +0000 UTC,79,5.7,11,1023,273.14,276.42
2020-04-10 02:00:00 +0000 UTC,84,5.1,0,1023,274.23,276.67
2020-04-10 03:00:00 +0000 UTC,85,3.6,0,1023,274.03,276.3
2020-04-10 04:00:00 +0000 UTC,86,3.6,0,1023,273.8,275.9
2020-04-10 05:00:00 +0000 UTC,88,3.1,0,1023,274.01,275.79
2020-04-10 06:00:00 +0000 UTC,87,3.6,56,1024,275.66,277.63
2020-04-10 07:00:00 +0000 UTC,83,3.1,100,1025,276.29,278.95
2020-04-10 08:00:00 +0000 UTC,68,1.9,100,1023,275.43,280.96
2020-04-10 09:00:00 +0000 UTC,60,3.1,100,1023,274.57,281.9
2020-04-10 10:00:00 +0000 UTC,55,3.1,97,1026,274.15,282.74
2020-04-10 11:00:00 +0000 UTC,51,3.4,98,1026,273.16,282.8
2020-04-10 12:00:00 +0000 UTC,54,2.6,76,1026,274.59,283.48
2020-04-10 13:00:00 +0000 UTC,46,1.7,19,1025,272.93,284.06
2020-04-10 14:00:00 +0000 UTC,47,2.8,51,1025,273.25,284.12
2020-04-10 15:00:00 +0000 UTC,41,2.1,87,1024,271.37,283.84
2020-04-10 16:00:00 +0000 UTC,49,2.8,81,1020,273.0,283.2
2020-04-10 17:00:00 +0000 UTC,58,3.1,97,1022,274.1,281.9
2020-04-10 18:00:00 +0000 UTC,60,2.6,97,1022,273.52,280.78
2020-04-10 19:00:00 +0000 UTC,58,4.6,97,1023,272.08,279.59
2020-04-10 20:00:00 +0000 UTC,61,4.6,46,1023,271.8,278.53
2020-04-10 21:00:00 +0000 UTC,68,4.1,4,1024,272.78,278.14
2020-04-10 22:00:00 +0000 UTC,71,4.1,45,1024,272.92,277.68
2020-04-10 23:00:00 +0000 UTC,77,3.6,10,1024,273.31,276.97
2020-04-11 00:00:00 +0000 UTC,80,4.6,17,1024,274.2,277.34
2020-04-11 01:00:00 +0000 UTC,82,2.1,1,1024,274.08,276.86
2020-04-11 02:00:00 +0000 UTC,83,4.1,0,1024,273.62,276.22
2020-04-11 03:00:00 +0000 UTC,85,3.6,0,1024,272.78,274.98
2020-04-11 04:00:00 +0000 UTC,87,3.6,0,1024,272.71,274.57
2020-04-11 05:00:00 +0000 UTC,88,3.1,14,1024,273.4,275.18
2020-04-11 06:00:00 +0000 UTC,86,3.1,92,1024,275.14,277.27
2020-04-11 07:00:00 +0000 UTC,71,1.5,100,1027,274.96,279.84
2020-04-11 08:00:00 +0000 UTC,59,1.1,100,1024,274.13,281.68
2020-04-11 09:00:00 +0000 UTC,55,1.8,100,1024,274.36,282.96
2020-04-11 10:00:00 +0000 UTC,40,2.3,100,1028,271.08,283.85
2020-04-11 11:00:00 +0000 UTC,39,2.8,100,1027,270.89,283.99
2020-04-11 12:00:00 +0000 UTC,39,2.0,100,1027,270.86,283.95
2020-04-11 13:00:00 +0000 UTC,40,2.2,99,1026,271.0,283.75
2020-04-11 14:00:00 +0000 UTC,42,2.1,100,1026,271.28,283.36
2020-04-11 15:00:00 +0000 UTC,57,2.9,99,1025,274.6,282.69
2020-04-11 16:00:00 +0000 UTC,55,2.5,100,1024,273.49,282.03
2020-04-11 17:00:00 +0000 UTC,61,6.7,100,1022,274.69,281.78
2020-04-11 18:00:00 +0000 UTC,63,6.7,100,1020,274.67,281.28
2020-04-11 19:00:00 +0000 UTC,66,7.7,100,1020,274.96,280.91
2020-04-11 20:00:00 +0000 UTC,70,7.7,100,1020,275.18,280.28
2020-04-11 21:00:00 +0000 UTC,70,8.2,89,1019,274.94,280.02
2020-04-11 22:00:00 +0000 UTC,71,7.7,94,1018,275.34,280.23
2020-04-11 23:00:00 +0000 UTC,73,7.2,100,1018,276.22,280.74
2020-04-12 00:00:00 +0000 UTC,73,8.2,99,1016,276.61,281.15
2020-04-12 01:00:00 +0000 UTC,74,7.7,71,1016,277.17,281.53
2020-04-12 02:00:00 +0000 UTC,74,8.8,52,1014,277.11,281.47
2020-04-12 03:00:00 +0000 UTC,71,9.3,41,1014,276.92,281.88
2020-04-12 04:00:00 +0000 UTC,70,8.2,61,1013,276.93,282.1
2020-04-12 05:00:00 +0000 UTC,72,8.8,60,1012,277.21,281.97
2020-04-12 06:00:00 +0000 UTC,71,8.2,70,1011,277.58,282.57
2020-04-12 07:00:00 +0000 UTC,60,2.8,83,1011,276.32,283.75
2020-04-12 08:00:00 +0000 UTC,57,2.6,78,1014,276.27,284.47
2020-04-12 09:00:00 +0000 UTC,51,3.5,79,1013,275.78,285.63
2020-04-12 10:00:00 +0000 UTC,48,3.9,76,1012,276.63,287.48
2020-04-12 11:00:00 +0000 UTC,44,4.5,80,1012,276.6,288.8
2020-04-12 12:00:00 +0000 UTC,47,3.9,52,1011,278.03,289.34
2020-04-12 13:00:00 +0000 UTC,46,5.0,82,1010,278.71,290.42
2020-04-12 14:00:00 +0000 UTC,50,8.2,94,1009,279.68,290.17
2020-04-12 15:00:00 +0000 UTC,50,7.7,100,1008,278.87,289.29
2020-04-12 16:00:00 +0000 UTC,47,5.0,99,1009,278.12,289.44
2020-04-12 17:00:00 +0000 UTC,57,10.3,99,1006,279.28,287.69
2020-04-12 18:00:00 +0000 UTC,61,10.3,98,1005,278.96,286.31
2020-04-12 19:00:00 +0000 UTC,62,9.3,99,1006,277.99,285.03
2020-04-12 20:00:00 +0000 UTC,64,12.4,100,1005,276.88,283.38
2020-04-12 21:00:00 +0000 UTC,62,8.8,100,1006,275.76,282.67
2020-04-12 22:00:00 +0000 UTC,64,10.3,96,1006,275.42,281.84
2020-04-12 23:00:00 +0000 UTC,69,14.4,15,1005,276.03,281.37
2020-04-13 00:00:00 +0000 UTC,60,14.4,75,1005,272.94,280.14
2020-04-13 01:00:00 +0000 UTC,65,13.9,80,1004,272.88,278.9
2020-04-13 02:00:00 +0000 UTC,68,12.4,56,1004,273.1,278.52
2020-04-13 03:00:00 +0000 UTC,60,11.8,34,1005,271.25,278.11
2020-04-13 04:00:00 +0000 UTC,58,11.3,17,1006,270.66,277.89
2020-04-13 05:00:00 +0000 UTC,57,10.3,11,1006,270.75,278.25
2020-04-13 06:00:00 +0000 UTC,49,9.8,6,1007,269.32,278.69
2020-04-13 07:00:00 +0000 UTC,45,13.4,2,1008,268.66,279.11
2020-04-13 08:00:00 +0000 UTC,37,9.3,18,1008,267.01,279.89
2020-04-13 09:00:00 +0000 UTC,47,16.5,39,1010,269.78,279.85
2020-04-13 10:00:00 +0000 UTC,44,14.4,50,1010,269.6,280.59
2020-04-13 11:00:00 +0000 UTC,46,8.7,46,1009,270.02,280.46
2020-04-13 12:00:00 +0000 UTC,42,6.4,41,1009,269.34,280.95
2020-04-13 13:00:00 +0000 UTC,43,7.5,37,1010,269.59,280.91
2020-04-13 14:00:00 +0000 UTC,43,11.3,48,1011,269.36,280.63
2020-04-13 15:00:00 +0000 UTC,41,13.4,81,1012,268.68,280.48
2020-04-13 16:00:00 +0000 UTC,49,9.3,74,1011,269.86,279.34
2020-04-13 17:00:00 +0000 UTC,45,8.2,55,1011,268.4,278.79
2020-04-13 18:00:00 +0000 UTC,42,9.3,34,1011,267.47,278.63
2020-04-13 19:00:00 +0000 UTC,48,9.3,15,1013,268.07,277.46
2020-04-13 20:00:00 +0000 UTC,54,11.3,0,1012,268.79,276.66
2020-04-13 21:00:00 +0000 UTC,48,6.7,2,1012,267.51,276.78
2020-04-13 22:00:00 +0000 UTC,45,7.7,19,1013,266.7,276.7
2020-04-13 23:00:00 +0000 UTC,46,8.2,4,1014,266.55,276.21
2020-04-14 00:00:00 +0000 UTC,49,8.2,2,1014,266.54,275.31
2020-04-14 01:00:00 +0000 UTC,47,7.2,0,1014,266.01,275.24
2020-04-14 02:00:00 +0000 UTC,49,6.7,0,1014,266.33,275.05
2020-04-14 03:00:00 +0000 UTC,48,6.2,3,1014,266.03,274.97
2020-04-14 04:00:00 +0000 UTC,47,6.2,36,1015,265.45,274.56
2020-04-14 05:00:00 +0000 UTC,48,7.2,0,1016,266.57,275.63
2020-04-14 06:00:00 +0000 UTC,47,6.2,0,1016,267.16,276.65
2020-04-14 07:00:00 +0000 UTC,45,9.8,9,1016,267.74,277.98
2020-04-14 08:00:00 +0000 UTC,46,8.8,56,1016,268.36,278.42
2020-04-14 09:00:00 +0000 UTC,47,9.3,77,1016,269.04,278.94
2020-04-14 10:00:00 +0000 UTC,45,10.3,55,1016,269.29,279.88
2020-04-14 11:00:00 +0000 UTC,44,10.3,89,1016,269.64,280.64
2020-04-14 12:00:00 +0000 UTC,42,9.3,70,1016,269.65,281.34
2020-04-14 13:00:00 +0000 UTC,39,10.8,46,1017,268.85,281.43
2020-04-14 14:00:00 +0000 UTC,38,9.3,8,1016,268.77,281.71
2020-04-14 15:00:00 +0000 UTC,39,7.7,0,1016,269.12,281.77
2020-04-14 16:00:00 +0000 UTC,39,8.2,30,1016,269.28,281.96
2020-04-14 17:00:00 +0000 UTC,47,7.7,9,1016,270.92,281.25
2020-04-14 18:00:00 +0000 UTC,47,6.7,9,1015,270.62,280.88
2020-04-14 19:00:00 +0000 UTC,49,6.7,98,1015,270.85,280.55
2020-04-14 20:00:00 +0000 UTC,54,11.3,92,1015,271.99,280.53
2020-04-14 21:00:00 +0000 UTC,63,13.4,97,1015,273.76,280.32
2020-04-14 22:00:00 +0000 UTC,67,12.4,100,1014,274.24,279.93
2020-04-14 23:00:00 +0000 UTC,70,12.4,100,1014,274.75,279.83
2020-04-15 00:00:00 +0000 UTC,73,13.4,100,1014,275.34,279.83
2020-04-15 01:00:00 +0000 UTC,70,14.9,99,1013,274.66,279.73
2020-04-15 02:00:00 +0000 UTC,70,14.4,100,1013,274.63,279.7
2020-04-15 03:00:00 +0000 UTC,72,13.9,100,1012,275.08,279.76
2020-04-15 04:00:00 +0000 UTC,74,12.9,100,1011,275.54,279.84
2020-04-15 05:00:00 +0000 UTC,75,13.4,100,1011,275.99,280.11
2020-04-15 06:00:00 +0000 UTC,74,11.3,100,1012,275.98,280.3
2020-04-15 07:00:00 +0000 UTC,74,10.8,100,1012,276.27,280.6
2020-04-15 08:00:00 +0000 UTC,70,10.8,100,1012,276.15,281.29
2020-04-15 09:00:00 +0000 UTC,68,12.4,100,1013,276.94,282.54
2020-04-15 10:00:00 +0000 UTC,65,11.8,80,1013,277.16,283.44
2020-04-15 11:00:00 +0000 UTC,60,5.7,58,1013,277.56,285.07
2020-04-15 12:00:00 +0000 UTC,57,7.2,43,1013,277.69,285.99
2020-04-15 13:00:00 +0000 UTC,55,6.8,42,1012,277.87,286.73
2020-04-15 14:00:00 +0000 UTC,53,5.6,26,1012,277.91,287.34
2020-04-15 15:00:00 +0000 UTC,53,5.4,3,1011,278.0,287.44
2020-04-15 16:00:00 +0000 UTC,51,12.9,0,1011,277.29,287.27
2020-04-15 17:00:00 +0000 UTC,54,10.3,0,1012,277.06,286.14
2020-04-15 18:00:00 +0000 UTC,60,11.3,0,1011,277.11,284.59
2020-04-15 19:00:00 +0000 UTC,62,12.4,0,1012,276.83,283.8
2020-04-15 20:00:00 +0000 UTC,65,10.3,5,1011,276.52,282.77
2020-04-15 21:00:00 +0000 UTC,71,12.4,11,1011,276.63,281.58
2020-04-15 22:00:00 +0000 UTC,77,12.4,8,1009,276.91,280.68
2020-04-15 23:00:00 +0000 UTC,78,13.4,73,1010,276.63,280.2
2020-04-16 00:00:00 +0000 UTC,78,14.4,74,1010,276.38,279.94
2020-04-16 01:00:00 +0000 UTC,77,14.9,80,1010,276.47,280.22
2020-04-16 02:00:00 +0000 UTC,80,14.4,95,1010,277.18,280.4
2020-04-16 03:00:00 +0000 UTC,78,13.4,97,1009,277.39,280.98
2020-04-16 04:00:00 +0000 UTC,77,13.4,93,1008,277.58,281.37
2020-04-16 05:00:00 +0000 UTC,77,13.4,68,1009,277.66,281.45
2020-04-16 06:00:00 +0000 UTC,73,14.9,5,1009,277.36,281.93
